date,uniquekey,Complaint Type
8/8/2017,141,Noise
8/8/2017,2,Collection Truck Noise
8/8/2017,7,Noise - Park
8/8/2017,47,Noise - Commercial
8/8/2017,3,Noise - House of Worship
8/8/2017,188,Noise - Residential
8/8/2017,32,Noise - Vehicle
8/7/2017,413,Noise - Residential
8/7/2017,63,Noise - Vehicle
8/7/2017,79,Noise - Commercial
8/7/2017,142,Noise - Street/Sidewalk
8/7/2017,3,Noise - Helicopter
8/7/2017,124,Noise
8/7/2017,8,Noise - Park
8/7/2017,1,Noise - House of Worship
8/6/2017,1478,Noise - Residential
8/6/2017,177,Noise - Vehicle
8/6/2017,1,Collection Truck Noise
8/6/2017,64,Noise - Park
8/6/2017,640,Noise - Street/Sidewalk
8/6/2017,2,Noise - Helicopter
8/6/2017,114,Noise
8/6/2017,245,Noise - Commercial
8/6/2017,2,Noise - House of Worship
8/5/2017,40,Noise - Park
8/5/2017,1,Noise - Helicopter
8/5/2017,125,Noise
8/5/2017,538,Noise - Street/Sidewalk
8/5/2017,190,Noise - Commercial
8/5/2017,2,Noise - House of Worship
8/5/2017,1074,Noise - Residential
8/5/2017,138,Noise - Vehicle
8/4/2017,465,Noise - Residential
8/4/2017,143,Noise - Vehicle
8/4/2017,110,Noise - Commercial
8/4/2017,101,Noise
8/4/2017,2,Noise - Helicopter
8/4/2017,291,Noise - Street/Sidewalk
8/4/2017,39,Noise - Park
8/4/2017,1,Collection Truck Noise
8/4/2017,1,Noise - House of Worship
8/3/2017,95,Noise - Commercial
8/3/2017,1,Noise - Helicopter
8/3/2017,157,Noise
8/3/2017,204,Noise - Street/Sidewalk
8/3/2017,23,Noise - Park
8/3/2017,2,Noise - House of Worship
8/3/2017,372,Noise - Residential
8/3/2017,88,Noise - Vehicle
8/2/2017,76,Noise - Vehicle
8/2/2017,291,Noise - Residential
8/2/2017,3,Noise - House of Worship
8/2/2017,69,Noise - Commercial
8/2/2017,9,Noise - Park
8/2/2017,1,Collection Truck Noise
8/2/2017,5,Noise - Helicopter
8/2/2017,120,Noise
8/2/2017,147,Noise - Street/Sidewalk
8/1/2017,19,Noise - Park
8/1/2017,175,Noise
8/1/2017,6,Noise - Helicopter
8/1/2017,200,Noise - Street/Sidewalk
8/1/2017,49,Noise - Commercial
8/1/2017,72,Noise - Vehicle
8/1/2017,332,Noise - Residential
7/31/2017,57,Noise - Commercial
7/31/2017,231,Noise - Street/Sidewalk
7/31/2017,9,Noise - Helicopter
7/31/2017,134,Noise
7/31/2017,20,Noise - Park
7/31/2017,434,Noise - Residential
7/31/2017,76,Noise - Vehicle
7/30/2017,215,Noise - Vehicle
7/30/2017,1638,Noise - Residential
7/30/2017,4,Noise - House of Worship
7/30/2017,284,Noise - Commercial
7/30/2017,1,Collection Truck Noise
7/30/2017,78,Noise - Park
7/30/2017,779,Noise - Street/Sidewalk
7/30/2017,1,Noise - Helicopter
7/30/2017,118,Noise
7/29/2017,1305,Noise - Residential
7/29/2017,188,Noise - Vehicle
7/29/2017,52,Noise - Park
7/29/2017,1,Noise - Helicopter
7/29/2017,183,Noise
7/29/2017,597,Noise - Street/Sidewalk
7/29/2017,213,Noise - Commercial
7/29/2017,8,Noise - House of Worship
7/28/2017,126,Noise - Vehicle
7/28/2017,499,Noise - Residential
7/28/2017,3,Noise - House of Worship
7/28/2017,23,Noise - Park
7/28/2017,323,Noise - Street/Sidewalk
7/28/2017,7,Noise - Helicopter
7/28/2017,120,Noise
7/28/2017,138,Noise - Commercial
7/27/2017,128,Noise - Commercial
7/27/2017,255,Noise - Street/Sidewalk
7/27/2017,155,Noise
7/27/2017,11,Noise - Helicopter
7/27/2017,23,Noise - Park
7/27/2017,6,Noise - House of Worship
7/27/2017,427,Noise - Residential
7/27/2017,91,Noise - Vehicle
7/26/2017,7,Noise - House of Worship
7/26/2017,146,Noise - Commercial
7/26/2017,32,Noise - Park
7/26/2017,305,Noise - Street/Sidewalk
7/26/2017,4,Noise - Helicopter
7/26/2017,165,Noise
7/26/2017,100,Noise - Vehicle
7/26/2017,461,Noise - Residential
7/25/2017,218,Noise - Street/Sidewalk
7/25/2017,186,Noise
7/25/2017,2,Noise - Helicopter
7/25/2017,2,Collection Truck Noise
7/25/2017,16,Noise - Park
7/25/2017,116,Noise - Commercial
7/25/2017,3,Noise - House of Worship
7/25/2017,363,Noise - Residential
7/25/2017,97,Noise - Vehicle
7/24/2017,2,Noise - House of Worship
7/24/2017,148,Noise
7/24/2017,143,Noise - Street/Sidewalk
7/24/2017,6,Noise - Park
7/24/2017,71,Noise - Commercial
7/24/2017,53,Noise - Vehicle
7/24/2017,385,Noise - Residential
7/23/2017,45,Noise - Park
7/23/2017,310,Noise - Street/Sidewalk
7/23/2017,2,Noise - Helicopter
7/23/2017,87,Noise
7/23/2017,132,Noise - Commercial
7/23/2017,1,Noise - House of Worship
7/23/2017,856,Noise - Residential
7/23/2017,87,Noise - Vehicle
7/22/2017,399,Noise - Street/Sidewalk
7/22/2017,2,Noise - Helicopter
7/22/2017,112,Noise
7/22/2017,33,Noise - Park
7/22/2017,131,Noise - Commercial
7/22/2017,104,Noise - Vehicle
7/22/2017,911,Noise - Residential
7/21/2017,276,Noise - Street/Sidewalk
7/21/2017,3,Noise - Helicopter
7/21/2017,79,Noise
7/21/2017,16,Noise - Park
7/21/2017,86,Noise - Commercial
7/21/2017,2,Noise - House of Worship
7/21/2017,480,Noise - Residential
7/21/2017,92,Noise - Vehicle
7/20/2017,1,Noise - House of Worship
7/20/2017,92,Noise - Commercial
7/20/2017,10,Noise - Park
7/20/2017,97,Noise
7/20/2017,5,Noise - Helicopter
7/20/2017,208,Noise - Street/Sidewalk
7/20/2017,68,Noise - Vehicle
7/20/2017,289,Noise - Residential
7/19/2017,114,Noise - Vehicle
7/19/2017,351,Noise - Residential
7/19/2017,2,Noise - House of Worship
7/19/2017,67,Noise - Commercial
7/19/2017,215,Noise - Street/Sidewalk
7/19/2017,134,Noise
7/19/2017,7,Noise - Helicopter
7/19/2017,22,Noise - Park
7/18/2017,82,Noise - Street/Sidewalk
7/18/2017,103,Noise
7/18/2017,3,Noise - Helicopter
7/18/2017,12,Noise - Park
7/18/2017,30,Noise - Commercial
7/18/2017,158,Noise - Residential
7/18/2017,46,Noise - Vehicle
7/17/2017,411,Noise - Residential
7/17/2017,69,Noise - Vehicle
7/17/2017,14,Noise - Park
7/17/2017,131,Noise
7/17/2017,5,Noise - Helicopter
7/17/2017,229,Noise - Street/Sidewalk
7/17/2017,64,Noise - Commercial
7/17/2017,3,Noise - House of Worship
7/16/2017,206,Noise - Commercial
7/16/2017,77,Noise - Park
7/16/2017,709,Noise - Street/Sidewalk
7/16/2017,98,Noise
7/16/2017,8,Noise - Helicopter
7/16/2017,3,Noise - House of Worship
7/16/2017,1308,Noise - Residential
7/16/2017,192,Noise - Vehicle
7/15/2017,3,Noise - House of Worship
7/15/2017,59,Noise - Park
7/15/2017,177,Noise
7/15/2017,560,Noise - Street/Sidewalk
7/15/2017,224,Noise - Commercial
7/15/2017,176,Noise - Vehicle
7/15/2017,1187,Noise - Residential
7/14/2017,398,Noise - Residential
7/14/2017,85,Noise - Vehicle
7/14/2017,104,Noise - Commercial
7/14/2017,6,Noise - Park
7/14/2017,147,Noise
7/14/2017,121,Noise - Street/Sidewalk
7/14/2017,4,Noise - House of Worship
7/13/2017,275,Noise - Residential
7/13/2017,69,Noise - Vehicle
7/13/2017,79,Noise - Commercial
7/13/2017,8,Noise - Park
7/13/2017,111,Noise
7/13/2017,120,Noise - Street/Sidewalk
7/13/2017,1,Noise - House of Worship
7/12/2017,42,Noise - Vehicle
7/12/2017,277,Noise - Residential
7/12/2017,61,Noise - Commercial
7/12/2017,1,Collection Truck Noise
7/12/2017,16,Noise - Park
7/12/2017,193,Noise - Street/Sidewalk
7/12/2017,156,Noise
7/12/2017,1,Noise - Helicopter
7/11/2017,70,Noise - Commercial
7/11/2017,176,Noise - Street/Sidewalk
7/11/2017,4,Noise - Helicopter
7/11/2017,176,Noise
7/11/2017,9,Noise - Park
7/11/2017,3,Noise - House of Worship
7/11/2017,263,Noise - Residential
7/11/2017,71,Noise - Vehicle
7/10/2017,384,Noise - Residential
7/10/2017,71,Noise - Vehicle
7/10/2017,9,Noise - Park
7/10/2017,202,Noise - Street/Sidewalk
7/10/2017,162,Noise
7/10/2017,2,Noise - Helicopter
7/10/2017,86,Noise - Commercial
7/10/2017,1,Noise - House of Worship
7/9/2017,1460,Noise - Residential
7/9/2017,172,Noise - Vehicle
7/9/2017,670,Noise - Street/Sidewalk
7/9/2017,126,Noise
7/9/2017,5,Noise - Helicopter
7/9/2017,53,Noise - Park
7/9/2017,214,Noise - Commercial
7/9/2017,4,Noise - House of Worship
7/8/2017,3,Noise - House of Worship
7/8/2017,489,Noise - Street/Sidewalk
7/8/2017,178,Noise
7/8/2017,41,Noise - Park
7/8/2017,195,Noise - Commercial
7/8/2017,125,Noise - Vehicle
7/8/2017,1061,Noise - Residential
7/7/2017,438,Noise - Residential
7/7/2017,84,Noise - Vehicle
7/7/2017,177,Noise - Street/Sidewalk
7/7/2017,156,Noise
7/7/2017,6,Noise - Park
7/7/2017,101,Noise - Commercial
7/7/2017,2,Noise - House of Worship
7/6/2017,42,Noise - Vehicle
7/6/2017,392,Noise - Residential
7/6/2017,4,Noise - House of Worship
7/6/2017,4,Noise - Helicopter
7/6/2017,167,Noise
7/6/2017,206,Noise - Street/Sidewalk
7/6/2017,7,Noise - Park
7/6/2017,74,Noise - Commercial
7/5/2017,5,Noise - Helicopter
7/5/2017,127,Noise
7/5/2017,516,Noise - Street/Sidewalk
7/5/2017,13,Noise - Park
7/5/2017,70,Noise - Commercial
7/5/2017,2,Noise - House of Worship
7/5/2017,596,Noise - Residential
7/5/2017,73,Noise - Vehicle
7/4/2017,136,Noise - Vehicle
7/4/2017,1397,Noise - Residential
7/4/2017,56,Noise
7/4/2017,3,Noise - Helicopter
7/4/2017,911,Noise - Street/Sidewalk
7/4/2017,30,Noise - Park
7/4/2017,78,Noise - Commercial
7/3/2017,74,Noise
7/3/2017,396,Noise - Street/Sidewalk
7/3/2017,17,Noise - Park
7/3/2017,70,Noise - Commercial
7/3/2017,692,Noise - Residential
7/3/2017,102,Noise - Vehicle
7/2/2017,87,Noise
7/2/2017,596,Noise - Street/Sidewalk
7/2/2017,33,Noise - Park
7/2/2017,153,Noise - Commercial
7/2/2017,1,Noise - House of Worship
7/2/2017,1327,Noise - Residential
7/2/2017,152,Noise - Vehicle
7/1/2017,6,Noise - House of Worship
7/1/2017,17,Noise - Park
7/1/2017,429,Noise - Street/Sidewalk
7/1/2017,1,Noise - Helicopter
7/1/2017,157,Noise
7/1/2017,119,Noise - Commercial
7/1/2017,118,Noise - Vehicle
7/1/2017,1155,Noise - Residential
6/30/2017,107,Noise - Vehicle
6/30/2017,522,Noise - Residential
6/30/2017,7,Noise - House of Worship
6/30/2017,88,Noise - Commercial
6/30/2017,13,Noise - Park
6/30/2017,1,Collection Truck Noise
6/30/2017,2,Noise - Helicopter
6/30/2017,127,Noise
6/30/2017,380,Noise - Street/Sidewalk
6/29/2017,147,Noise - Vehicle
6/29/2017,443,Noise - Residential
6/29/2017,1,Noise - House of Worship
6/29/2017,150,Noise - Commercial
6/29/2017,27,Noise - Park
6/29/2017,187,Noise
6/29/2017,7,Noise - Helicopter
6/29/2017,305,Noise - Street/Sidewalk
6/28/2017,107,Noise - Commercial
6/28/2017,294,Noise - Street/Sidewalk
6/28/2017,171,Noise
6/28/2017,5,Noise - Helicopter
6/28/2017,1,Collection Truck Noise
6/28/2017,31,Noise - Park
6/28/2017,435,Noise - Residential
6/28/2017,160,Noise - Vehicle
6/27/2017,2,Noise - House of Worship
6/27/2017,98,Noise - Commercial
6/27/2017,3,Noise - Helicopter
6/27/2017,171,Noise
6/27/2017,257,Noise - Street/Sidewalk
6/27/2017,21,Noise - Park
6/27/2017,92,Noise - Vehicle
6/27/2017,440,Noise - Residential
6/26/2017,1,Noise - House of Worship
6/26/2017,111,Noise - Commercial
6/26/2017,29,Noise - Park
6/26/2017,1,Collection Truck Noise
6/26/2017,4,Noise - Helicopter
6/26/2017,181,Noise
6/26/2017,330,Noise - Street/Sidewalk
6/26/2017,122,Noise - Vehicle
6/26/2017,460,Noise - Residential
6/25/2017,216,Noise - Commercial
6/25/2017,52,Noise - Park
6/25/2017,826,Noise - Street/Sidewalk
6/25/2017,10,Noise - Helicopter
6/25/2017,115,Noise
6/25/2017,12,Noise - House of Worship
6/25/2017,1445,Noise - Residential
6/25/2017,201,Noise - Vehicle
6/24/2017,5,Noise - House of Worship
6/24/2017,635,Noise - Street/Sidewalk
6/24/2017,1,Noise - Helicopter
6/24/2017,133,Noise
6/24/2017,57,Noise - Park
6/24/2017,161,Noise - Commercial
6/24/2017,158,Noise - Vehicle
6/24/2017,1171,Noise - Residential
6/23/2017,483,Noise - Residential
6/23/2017,79,Noise - Vehicle
6/23/2017,97,Noise - Commercial
6/23/2017,9,Noise - Park
6/23/2017,3,Noise - Helicopter
6/23/2017,147,Noise
6/23/2017,247,Noise - Street/Sidewalk
6/23/2017,4,Noise - House of Worship
6/22/2017,107,Noise - Vehicle
6/22/2017,409,Noise - Residential
6/22/2017,3,Noise - House of Worship
6/22/2017,118,Noise - Commercial
6/22/2017,266,Noise - Street/Sidewalk
6/22/2017,167,Noise
6/22/2017,4,Noise - Helicopter
6/22/2017,22,Noise - Park
6/21/2017,90,Noise - Vehicle
6/21/2017,347,Noise - Residential
6/21/2017,4,Noise - House of Worship
6/21/2017,229,Noise - Street/Sidewalk
6/21/2017,5,Noise - Helicopter
6/21/2017,169,Noise
6/21/2017,1,Collection Truck Noise
6/21/2017,50,Noise - Park
6/21/2017,116,Noise - Commercial
6/20/2017,68,Noise - Commercial
6/20/2017,25,Noise - Park
6/20/2017,167,Noise - Street/Sidewalk
6/20/2017,158,Noise
6/20/2017,4,Noise - Helicopter
6/20/2017,352,Noise - Residential
6/20/2017,104,Noise - Vehicle
6/19/2017,330,Noise - Residential
6/19/2017,83,Noise - Vehicle
6/19/2017,1,Noise - Helicopter
6/19/2017,108,Noise
6/19/2017,193,Noise - Street/Sidewalk
6/19/2017,11,Noise - Park
6/19/2017,62,Noise - Commercial
6/19/2017,1,Noise - House of Worship
6/18/2017,8,Noise - House of Worship
6/18/2017,215,Noise - Commercial
6/18/2017,45,Noise - Park
6/18/2017,887,Noise - Street/Sidewalk
6/18/2017,109,Noise
6/18/2017,1,Noise - Helicopter
6/18/2017,204,Noise - Vehicle
6/18/2017,1713,Noise - Residential
6/17/2017,7,Noise - House of Worship
6/17/2017,221,Noise - Commercial
6/17/2017,3,Collection Truck Noise
6/17/2017,38,Noise - Park
6/17/2017,444,Noise - Street/Sidewalk
6/17/2017,255,Noise
6/17/2017,149,Noise - Vehicle
6/17/2017,1251,Noise - Residential
6/16/2017,148,Noise - Commercial
6/16/2017,19,Noise - Park
6/16/2017,156,Noise
6/16/2017,258,Noise - Street/Sidewalk
6/16/2017,8,Noise - House of Worship
6/16/2017,525,Noise - Residential
6/16/2017,119,Noise - Vehicle
6/15/2017,6,Noise - House of Worship
6/15/2017,117,Noise - Commercial
6/15/2017,30,Noise - Park
6/15/2017,7,Noise - Helicopter
6/15/2017,218,Noise
6/15/2017,280,Noise - Street/Sidewalk
6/15/2017,109,Noise - Vehicle
6/15/2017,418,Noise - Residential
6/14/2017,322,Noise - Residential
6/14/2017,101,Noise - Vehicle
6/14/2017,182,Noise
6/14/2017,5,Noise - Helicopter
6/14/2017,224,Noise - Street/Sidewalk
6/14/2017,18,Noise - Park
6/14/2017,92,Noise - Commercial
6/14/2017,7,Noise - House of Worship
6/13/2017,309,Noise - Residential
6/13/2017,94,Noise - Vehicle
6/13/2017,52,Noise - Commercial
6/13/2017,171,Noise - Street/Sidewalk
6/13/2017,144,Noise
6/13/2017,1,Collection Truck Noise
6/13/2017,14,Noise - Park
6/13/2017,3,Noise - House of Worship
6/12/2017,98,Noise - Vehicle
6/12/2017,399,Noise - Residential
6/12/2017,2,Noise - House of Worship
6/12/2017,1,Collection Truck Noise
6/12/2017,14,Noise - Park
6/12/2017,246,Noise - Street/Sidewalk
6/12/2017,117,Noise
6/12/2017,6,Noise - Helicopter
6/12/2017,69,Noise - Commercial
6/11/2017,178,Noise - Commercial
6/11/2017,701,Noise - Street/Sidewalk
6/11/2017,103,Noise
6/11/2017,4,Noise - Helicopter
6/11/2017,49,Noise - Park
6/11/2017,3,Noise - House of Worship
6/11/2017,1508,Noise - Residential
6/11/2017,205,Noise - Vehicle
6/10/2017,5,Noise - House of Worship
6/10/2017,258,Noise - Commercial
6/10/2017,1,Collection Truck Noise
6/10/2017,48,Noise - Park
6/10/2017,702,Noise - Street/Sidewalk
6/10/2017,2,Noise - Helicopter
6/10/2017,218,Noise
6/10/2017,207,Noise - Vehicle
6/10/2017,1630,Noise - Residential
6/9/2017,158,Noise - Vehicle
6/9/2017,691,Noise - Residential
6/9/2017,4,Noise - House of Worship
6/9/2017,188,Noise - Commercial
6/9/2017,393,Noise - Street/Sidewalk
6/9/2017,3,Noise - Helicopter
6/9/2017,195,Noise
6/9/2017,30,Noise - Park
6/8/2017,253,Noise - Street/Sidewalk
6/8/2017,228,Noise
6/8/2017,2,Noise - Helicopter
6/8/2017,1,Collection Truck Noise
6/8/2017,28,Noise - Park
6/8/2017,151,Noise - Commercial
6/8/2017,4,Noise - House of Worship
6/8/2017,493,Noise - Residential
6/8/2017,106,Noise - Vehicle
6/7/2017,74,Noise - Vehicle
6/7/2017,462,Noise - Residential
6/7/2017,4,Noise - House of Worship
6/7/2017,7,Noise - Helicopter
6/7/2017,285,Noise
6/7/2017,177,Noise - Street/Sidewalk
6/7/2017,24,Noise - Park
6/7/2017,133,Noise - Commercial
6/6/2017,4,Noise - Park
6/6/2017,1,Collection Truck Noise
6/6/2017,1,Noise - Helicopter
6/6/2017,207,Noise
6/6/2017,98,Noise - Street/Sidewalk
6/6/2017,61,Noise - Commercial
6/6/2017,2,Noise - House of Worship
6/6/2017,395,Noise - Residential
6/6/2017,62,Noise - Vehicle
6/5/2017,98,Noise - Commercial
6/5/2017,8,Noise - Park
6/5/2017,1,Collection Truck Noise
6/5/2017,211,Noise
6/5/2017,148,Noise - Street/Sidewalk
6/5/2017,10,Noise - House of Worship
6/5/2017,372,Noise - Residential
6/5/2017,88,Noise - Vehicle
6/4/2017,17,Noise - House of Worship
6/4/2017,47,Noise - Park
6/4/2017,611,Noise - Street/Sidewalk
6/4/2017,173,Noise
6/4/2017,8,Noise - Helicopter
6/4/2017,263,Noise - Commercial
6/4/2017,154,Noise - Vehicle
6/4/2017,1525,Noise - Residential
6/3/2017,1638,Noise - Residential
6/3/2017,176,Noise - Vehicle
6/3/2017,301,Noise - Commercial
6/3/2017,301,Noise
6/3/2017,692,Noise - Street/Sidewalk
6/3/2017,46,Noise - Park
6/3/2017,13,Noise - House of Worship
6/2/2017,4,Noise - House of Worship
6/2/2017,196,Noise - Commercial
6/2/2017,376,Noise - Street/Sidewalk
6/2/2017,183,Noise
6/2/2017,11,Noise - Helicopter
6/2/2017,29,Noise - Park
6/2/2017,128,Noise - Vehicle
6/2/2017,639,Noise - Residential
6/1/2017,138,Noise - Commercial
6/1/2017,2,Noise - Helicopter
6/1/2017,235,Noise
6/1/2017,310,Noise - Street/Sidewalk
6/1/2017,17,Noise - Park
6/1/2017,1,Collection Truck Noise
6/1/2017,5,Noise - House of Worship
6/1/2017,476,Noise - Residential
6/1/2017,111,Noise - Vehicle
5/31/2017,1,Collection Truck Noise
5/31/2017,16,Noise - Park
5/31/2017,218,Noise - Street/Sidewalk
5/31/2017,2,Noise - Helicopter
5/31/2017,223,Noise
5/31/2017,120,Noise - Commercial
5/31/2017,4,Noise - House of Worship
5/31/2017,458,Noise - Residential
5/31/2017,95,Noise - Vehicle
5/30/2017,91,Noise - Commercial
5/30/2017,4,Noise - Park
5/30/2017,1,Collection Truck Noise
5/30/2017,193,Noise
5/30/2017,145,Noise - Street/Sidewalk
5/30/2017,1,Noise - House of Worship
5/30/2017,435,Noise - Residential
5/30/2017,65,Noise - Vehicle
5/29/2017,146,Noise - Commercial
5/29/2017,313,Noise - Street/Sidewalk
5/29/2017,127,Noise
5/29/2017,5,Noise - Helicopter
5/29/2017,20,Noise - Park
5/29/2017,5,Noise - House of Worship
5/29/2017,1041,Noise - Residential
5/29/2017,96,Noise - Vehicle
5/28/2017,7,Noise - House of Worship
5/28/2017,652,Noise - Street/Sidewalk
5/28/2017,1,Noise - Helicopter
5/28/2017,132,Noise
5/28/2017,44,Noise - Park
5/28/2017,228,Noise - Commercial
5/28/2017,134,Noise - Vehicle
5/28/2017,1878,Noise - Residential
5/27/2017,1538,Noise - Residential
5/27/2017,191,Noise - Vehicle
5/27/2017,41,Noise - Park
5/27/2017,2,Noise - Helicopter
5/27/2017,198,Noise
5/27/2017,659,Noise - Street/Sidewalk
5/27/2017,276,Noise - Commercial
5/27/2017,7,Noise - House of Worship
5/26/2017,287,Noise - Street/Sidewalk
5/26/2017,129,Noise
5/26/2017,1,Noise - Helicopter
5/26/2017,1,Collection Truck Noise
5/26/2017,6,Noise - Park
5/26/2017,163,Noise - Commercial
5/26/2017,3,Noise - House of Worship
5/26/2017,544,Noise - Residential
5/26/2017,111,Noise - Vehicle
5/25/2017,127,Noise - Vehicle
5/25/2017,361,Noise - Residential
5/25/2017,2,Noise - Park
5/25/2017,157,Noise
5/25/2017,1,Noise - Helicopter
5/25/2017,94,Noise - Street/Sidewalk
5/25/2017,96,Noise - Commercial
5/24/2017,428,Noise - Residential
5/24/2017,104,Noise - Vehicle
5/24/2017,10,Noise - Park
5/24/2017,3,Noise - Helicopter
5/24/2017,229,Noise
5/24/2017,204,Noise - Street/Sidewalk
5/24/2017,121,Noise - Commercial
5/24/2017,2,Noise - House of Worship
5/23/2017,1,Collection Truck Noise
5/23/2017,9,Noise - Park
5/23/2017,197,Noise - Street/Sidewalk
5/23/2017,3,Noise - Helicopter
5/23/2017,268,Noise
5/23/2017,88,Noise - Commercial
5/23/2017,115,Noise - Vehicle
5/23/2017,443,Noise - Residential
5/22/2017,1,Noise - Helicopter
5/22/2017,167,Noise
5/22/2017,77,Noise - Street/Sidewalk
5/22/2017,1,Noise - Park
5/22/2017,1,Collection Truck Noise
5/22/2017,71,Noise - Commercial
5/22/2017,2,Noise - House of Worship
5/22/2017,382,Noise - Residential
5/22/2017,77,Noise - Vehicle
5/21/2017,124,Noise - Vehicle
5/21/2017,1335,Noise - Residential
5/21/2017,5,Noise - House of Worship
5/21/2017,25,Noise - Park
5/21/2017,1,Collection Truck Noise
5/21/2017,176,Noise
5/21/2017,333,Noise - Street/Sidewalk
5/21/2017,261,Noise - Commercial
5/20/2017,135,Noise - Vehicle
5/20/2017,1243,Noise - Residential
5/20/2017,4,Noise - House of Worship
5/20/2017,41,Noise - Park
5/20/2017,235,Noise
5/20/2017,2,Noise - Helicopter
5/20/2017,415,Noise - Street/Sidewalk
5/20/2017,215,Noise - Commercial
5/19/2017,3,Noise - House of Worship
5/19/2017,119,Noise - Commercial
5/19/2017,8,Noise - Park
5/19/2017,407,Noise - Street/Sidewalk
5/19/2017,124,Noise
5/19/2017,140,Noise - Vehicle
5/19/2017,523,Noise - Residential
5/18/2017,172,Noise - Vehicle
5/18/2017,462,Noise - Residential
5/18/2017,435,Noise - Street/Sidewalk
5/18/2017,189,Noise
5/18/2017,2,Noise - Helicopter
5/18/2017,20,Noise - Park
5/18/2017,126,Noise - Commercial
5/17/2017,176,Noise - Vehicle
5/17/2017,500,Noise - Residential
5/17/2017,120,Noise - Commercial
5/17/2017,368,Noise - Street/Sidewalk
5/17/2017,1,Noise - Helicopter
5/17/2017,271,Noise
5/17/2017,1,Collection Truck Noise
5/17/2017,17,Noise - Park
5/16/2017,451,Noise - Residential
5/16/2017,147,Noise - Vehicle
5/16/2017,125,Noise - Commercial
5/16/2017,11,Noise - Park
5/16/2017,255,Noise - Street/Sidewalk
5/16/2017,247,Noise
5/16/2017,10,Noise - Helicopter
5/15/2017,413,Noise - Residential
5/15/2017,82,Noise - Vehicle
5/15/2017,183,Noise - Street/Sidewalk
5/15/2017,227,Noise
