date,uniquekey,Complaint Type
11/13/2017,175,Noise
11/12/2017,117,Noise - Street/Sidewalk
11/12/2017,123,Noise
11/12/2017,2,Noise - Helicopter
11/12/2017,6,Noise - Park
11/12/2017,166,Noise - Commercial
11/12/2017,2,Noise - House of Worship
11/12/2017,855,Noise - Residential
11/12/2017,66,Noise - Vehicle
11/11/2017,850,Noise - Residential
11/11/2017,62,Noise - Vehicle
11/11/2017,4,Noise - Park
11/11/2017,185,Noise
11/11/2017,1,Noise - Helicopter
11/11/2017,103,Noise - Street/Sidewalk
11/11/2017,199,Noise - Commercial
11/11/2017,6,Noise - House of Worship
11/10/2017,1,Noise - House of Worship
11/10/2017,96,Noise - Commercial
11/10/2017,2,Noise - Park
11/10/2017,57,Noise - Street/Sidewalk
11/10/2017,124,Noise
11/10/2017,44,Noise - Vehicle
11/10/2017,495,Noise - Residential
11/9/2017,2,Noise - House of Worship
11/9/2017,4,Noise - Helicopter
11/9/2017,170,Noise
11/9/2017,90,Noise - Street/Sidewalk
11/9/2017,6,Noise - Park
11/9/2017,2,Collection Truck Noise
11/9/2017,91,Noise - Commercial
11/9/2017,57,Noise - Vehicle
11/9/2017,388,Noise - Residential
11/8/2017,1,Noise - Park
11/8/2017,75,Noise - Street/Sidewalk
11/8/2017,3,Noise - Helicopter
11/8/2017,173,Noise
11/8/2017,80,Noise - Commercial
11/8/2017,2,Noise - House of Worship
11/8/2017,357,Noise - Residential
11/8/2017,42,Noise - Vehicle
11/7/2017,55,Noise - Vehicle
11/7/2017,417,Noise - Residential
11/7/2017,2,Noise - House of Worship
11/7/2017,59,Noise - Commercial
11/7/2017,60,Noise - Street/Sidewalk
11/7/2017,2,Noise - Helicopter
11/7/2017,196,Noise
11/7/2017,2,Noise - Park
11/6/2017,48,Noise - Vehicle
11/6/2017,383,Noise - Residential
11/6/2017,1,Noise - House of Worship
11/6/2017,11,Noise - Park
11/6/2017,224,Noise
11/6/2017,86,Noise - Street/Sidewalk
11/6/2017,101,Noise - Commercial
11/5/2017,1024,Noise - Residential
11/5/2017,69,Noise - Vehicle
11/5/2017,226,Noise - Commercial
11/5/2017,8,Noise - Park
11/5/2017,196,Noise - Street/Sidewalk
11/5/2017,2,Noise - Helicopter
11/5/2017,127,Noise
11/5/2017,4,Noise - House of Worship
11/4/2017,1037,Noise - Residential
11/4/2017,59,Noise - Vehicle
11/4/2017,245,Noise - Commercial
11/4/2017,1,Collection Truck Noise
11/4/2017,11,Noise - Park
11/4/2017,209,Noise - Street/Sidewalk
11/4/2017,266,Noise
11/4/2017,1,Noise - Helicopter
11/3/2017,140,Noise - Commercial
11/3/2017,184,Noise - Street/Sidewalk
11/3/2017,3,Noise - Helicopter
11/3/2017,213,Noise
11/3/2017,14,Noise - Park
11/3/2017,5,Noise - House of Worship
11/3/2017,526,Noise - Residential
11/3/2017,91,Noise - Vehicle
11/2/2017,61,Noise - Vehicle
11/2/2017,381,Noise - Residential
11/2/2017,1,Collection Truck Noise
11/2/2017,11,Noise - Park
11/2/2017,161,Noise - Street/Sidewalk
11/2/2017,1,Noise - Helicopter
11/2/2017,301,Noise
11/2/2017,104,Noise - Commercial
11/1/2017,107,Noise - Commercial
11/1/2017,11,Noise - Helicopter
11/1/2017,215,Noise
11/1/2017,117,Noise - Street/Sidewalk
11/1/2017,8,Noise - Park
11/1/2017,1,Collection Truck Noise
11/1/2017,1,Noise - House of Worship
11/1/2017,397,Noise - Residential
11/1/2017,49,Noise - Vehicle
10/31/2017,410,Noise - Residential
10/31/2017,61,Noise - Vehicle
10/31/2017,99,Noise - Street/Sidewalk
10/31/2017,196,Noise
10/31/2017,3,Noise - Helicopter
10/31/2017,16,Collection Truck Noise
10/31/2017,11,Noise - Park
10/31/2017,144,Noise - Commercial
10/31/2017,1,Noise - House of Worship
10/30/2017,52,Noise - Vehicle
10/30/2017,311,Noise - Residential
10/30/2017,57,Noise - Commercial
10/30/2017,168,Noise
10/30/2017,1,Noise - Helicopter
10/30/2017,87,Noise - Street/Sidewalk
10/30/2017,1,Noise - Park
10/29/2017,1407,Noise - Residential
10/29/2017,92,Noise - Vehicle
10/29/2017,4,Noise - Park
10/29/2017,213,Noise - Street/Sidewalk
10/29/2017,119,Noise
10/29/2017,233,Noise - Commercial
10/29/2017,4,Noise - House of Worship
10/28/2017,156,Noise - Vehicle
10/28/2017,1453,Noise - Residential
10/28/2017,9,Noise - House of Worship
10/28/2017,283,Noise - Commercial
10/28/2017,1,Collection Truck Noise
10/28/2017,34,Noise - Park
10/28/2017,359,Noise - Street/Sidewalk
10/28/2017,268,Noise
10/28/2017,3,Noise - Helicopter
10/27/2017,6,Noise - House of Worship
10/27/2017,9,Noise - Park
10/27/2017,195,Noise - Street/Sidewalk
10/27/2017,5,Noise - Helicopter
10/27/2017,175,Noise
10/27/2017,151,Noise - Commercial
10/27/2017,81,Noise - Vehicle
10/27/2017,651,Noise - Residential
10/26/2017,51,Noise - Vehicle
10/26/2017,361,Noise - Residential
10/26/2017,5,Noise - House of Worship
10/26/2017,3,Noise - Park
10/26/2017,1,Collection Truck Noise
10/26/2017,193,Noise
10/26/2017,9,Noise - Helicopter
10/26/2017,79,Noise - Street/Sidewalk
10/26/2017,99,Noise - Commercial
10/25/2017,3,Noise - House of Worship
10/25/2017,91,Noise - Commercial
10/25/2017,4,Collection Truck Noise
10/25/2017,11,Noise - Park
10/25/2017,163,Noise - Street/Sidewalk
10/25/2017,224,Noise
10/25/2017,11,Noise - Helicopter
10/25/2017,60,Noise - Vehicle
10/25/2017,372,Noise - Residential
10/24/2017,56,Noise - Commercial
10/24/2017,251,Noise
10/24/2017,90,Noise - Street/Sidewalk
10/24/2017,6,Noise - Park
10/24/2017,1,Noise - House of Worship
10/24/2017,353,Noise - Residential
10/24/2017,48,Noise - Vehicle
10/23/2017,13,Noise - Park
10/23/2017,223,Noise
10/23/2017,5,Noise - Helicopter
10/23/2017,189,Noise - Street/Sidewalk
10/23/2017,85,Noise - Commercial
10/23/2017,426,Noise - Residential
10/23/2017,53,Noise - Vehicle
10/22/2017,1235,Noise - Residential
10/22/2017,144,Noise - Vehicle
10/22/2017,2,Noise - Helicopter
10/22/2017,156,Noise
10/22/2017,436,Noise - Street/Sidewalk
10/22/2017,20,Noise - Park
10/22/2017,1,Collection Truck Noise
10/22/2017,274,Noise - Commercial
10/22/2017,3,Noise - House of Worship
10/21/2017,6,Noise - House of Worship
10/21/2017,27,Noise - Park
10/21/2017,261,Noise
10/21/2017,5,Noise - Helicopter
10/21/2017,470,Noise - Street/Sidewalk
10/21/2017,298,Noise - Commercial
10/21/2017,145,Noise - Vehicle
10/21/2017,1258,Noise - Residential
10/20/2017,599,Noise - Residential
10/20/2017,105,Noise - Vehicle
10/20/2017,302,Noise - Street/Sidewalk
10/20/2017,3,Noise - Helicopter
10/20/2017,253,Noise
10/20/2017,14,Noise - Park
10/20/2017,162,Noise - Commercial
10/20/2017,3,Noise - House of Worship
10/19/2017,2,Noise - House of Worship
10/19/2017,118,Noise - Commercial
10/19/2017,193,Noise - Street/Sidewalk
10/19/2017,2,Noise - Helicopter
10/19/2017,235,Noise
10/19/2017,12,Noise - Park
10/19/2017,102,Noise - Vehicle
10/19/2017,389,Noise - Residential
10/18/2017,103,Noise - Commercial
10/18/2017,8,Noise - Park
10/18/2017,225,Noise
10/18/2017,7,Noise - Helicopter
10/18/2017,118,Noise - Street/Sidewalk
10/18/2017,1,Noise - House of Worship
10/18/2017,384,Noise - Residential
10/18/2017,78,Noise - Vehicle
10/17/2017,58,Noise - Vehicle
10/17/2017,376,Noise - Residential
10/17/2017,80,Noise - Commercial
10/17/2017,233,Noise
10/17/2017,3,Noise - Helicopter
10/17/2017,93,Noise - Street/Sidewalk
10/17/2017,4,Noise - Park
10/16/2017,1,Noise - House of Worship
10/16/2017,84,Noise - Commercial
10/16/2017,107,Noise - Street/Sidewalk
10/16/2017,176,Noise
10/16/2017,10,Noise - Helicopter
10/16/2017,3,Noise - Park
10/16/2017,64,Noise - Vehicle
10/16/2017,390,Noise - Residential
10/15/2017,44,Noise - Park
10/15/2017,415,Noise - Street/Sidewalk
10/15/2017,139,Noise
10/15/2017,5,Noise - Helicopter
10/15/2017,239,Noise - Commercial
10/15/2017,2,Noise - House of Worship
10/15/2017,1176,Noise - Residential
10/15/2017,167,Noise - Vehicle
10/14/2017,270,Noise - Commercial
10/14/2017,7,Noise - Helicopter
10/14/2017,284,Noise
10/14/2017,422,Noise - Street/Sidewalk
10/14/2017,24,Noise - Park
10/14/2017,2,Collection Truck Noise
10/14/2017,2,Noise - House of Worship
10/14/2017,1253,Noise - Residential
10/14/2017,114,Noise - Vehicle
10/13/2017,239,Noise - Street/Sidewalk
10/13/2017,12,Noise - Helicopter
10/13/2017,188,Noise
10/13/2017,1,Collection Truck Noise
10/13/2017,15,Noise - Park
10/13/2017,150,Noise - Commercial
10/13/2017,3,Noise - House of Worship
10/13/2017,681,Noise - Residential
10/13/2017,90,Noise - Vehicle
10/12/2017,389,Noise - Residential
10/12/2017,54,Noise - Vehicle
10/12/2017,90,Noise - Commercial
10/12/2017,158,Noise - Street/Sidewalk
10/12/2017,243,Noise
10/12/2017,1,Noise - Helicopter
10/12/2017,7,Noise - Park
10/12/2017,3,Noise - House of Worship
10/11/2017,61,Noise - Vehicle
10/11/2017,331,Noise - Residential
10/11/2017,1,Noise - House of Worship
10/11/2017,6,Noise - Park
10/11/2017,142,Noise - Street/Sidewalk
10/11/2017,204,Noise
10/11/2017,90,Noise - Commercial
10/10/2017,354,Noise - Residential
10/10/2017,78,Noise - Vehicle
10/10/2017,80,Noise - Commercial
10/10/2017,13,Noise - Park
10/10/2017,2,Collection Truck Noise
10/10/2017,5,Noise - Helicopter
10/10/2017,158,Noise
10/10/2017,197,Noise - Street/Sidewalk
10/10/2017,1,Noise - House of Worship
10/9/2017,402,Noise - Residential
10/9/2017,39,Noise - Vehicle
10/9/2017,65,Noise - Commercial
10/9/2017,130,Noise
10/9/2017,3,Noise - Helicopter
10/9/2017,97,Noise - Street/Sidewalk
10/9/2017,9,Noise - Park
10/9/2017,4,Noise - House of Worship
10/8/2017,26,Noise - Park
10/8/2017,337,Noise - Street/Sidewalk
10/8/2017,99,Noise
10/8/2017,2,Noise - Helicopter
10/8/2017,190,Noise - Commercial
10/8/2017,3,Noise - House of Worship
10/8/2017,1158,Noise - Residential
10/8/2017,103,Noise - Vehicle
10/7/2017,1085,Noise - Residential
10/7/2017,134,Noise - Vehicle
10/7/2017,20,Noise - Park
10/7/2017,457,Noise - Street/Sidewalk
10/7/2017,226,Noise
10/7/2017,10,Noise - Helicopter
10/7/2017,264,Noise - Commercial
10/7/2017,3,Noise - House of Worship
10/6/2017,107,Noise - Vehicle
10/6/2017,563,Noise - Residential
10/6/2017,4,Noise - House of Worship
10/6/2017,167,Noise - Commercial
10/6/2017,278,Noise - Street/Sidewalk
10/6/2017,3,Noise - Helicopter
10/6/2017,150,Noise
10/6/2017,22,Noise - Park
10/5/2017,338,Noise - Residential
10/5/2017,72,Noise - Vehicle
10/5/2017,5,Noise - Park
10/5/2017,162,Noise - Street/Sidewalk
10/5/2017,195,Noise
10/5/2017,1,Noise - Helicopter
10/5/2017,92,Noise - Commercial
10/4/2017,98,Noise - Vehicle
10/4/2017,385,Noise - Residential
10/4/2017,2,Collection Truck Noise
10/4/2017,16,Noise - Park
10/4/2017,200,Noise - Street/Sidewalk
10/4/2017,5,Noise - Helicopter
10/4/2017,278,Noise
10/4/2017,87,Noise - Commercial
10/3/2017,95,Noise - Commercial
10/3/2017,18,Noise - Park
10/3/2017,227,Noise
10/3/2017,1,Noise - Helicopter
10/3/2017,182,Noise - Street/Sidewalk
10/3/2017,90,Noise - Vehicle
10/3/2017,381,Noise - Residential
10/2/2017,77,Noise - Vehicle
10/2/2017,410,Noise - Residential
10/2/2017,1,Noise - House of Worship
10/2/2017,8,Noise - Park
10/2/2017,203,Noise - Street/Sidewalk
10/2/2017,235,Noise
10/2/2017,7,Noise - Helicopter
10/2/2017,108,Noise - Commercial
10/1/2017,1208,Noise - Residential
10/1/2017,176,Noise - Vehicle
10/1/2017,246,Noise - Commercial
10/1/2017,46,Noise - Park
10/1/2017,406,Noise - Street/Sidewalk
10/1/2017,148,Noise
10/1/2017,30,Noise - Helicopter
10/1/2017,6,Noise - House of Worship
9/30/2017,231,Noise - Commercial
9/30/2017,10,Noise - Helicopter
9/30/2017,248,Noise
9/30/2017,393,Noise - Street/Sidewalk
9/30/2017,27,Noise - Park
9/30/2017,3,Noise - House of Worship
9/30/2017,1190,Noise - Residential
9/30/2017,112,Noise - Vehicle
9/29/2017,700,Noise - Residential
9/29/2017,97,Noise - Vehicle
9/29/2017,137,Noise - Commercial
9/29/2017,268,Noise - Street/Sidewalk
9/29/2017,209,Noise
9/29/2017,12,Noise - Helicopter
9/29/2017,15,Noise - Park
9/29/2017,2,Noise - House of Worship
9/28/2017,3,Noise - Park
9/28/2017,1,Collection Truck Noise
9/28/2017,147,Noise
9/28/2017,2,Noise - Helicopter
9/28/2017,174,Noise - Street/Sidewalk
9/28/2017,128,Noise - Commercial
9/28/2017,3,Noise - House of Worship
9/28/2017,341,Noise - Residential
9/28/2017,87,Noise - Vehicle
9/27/2017,73,Noise - Vehicle
9/27/2017,282,Noise - Residential
9/27/2017,3,Noise - House of Worship
9/27/2017,1,Collection Truck Noise
9/27/2017,14,Noise - Park
9/27/2017,148,Noise - Street/Sidewalk
9/27/2017,1,Noise - Helicopter
9/27/2017,187,Noise
9/27/2017,92,Noise - Commercial
9/26/2017,1,Noise - House of Worship
9/26/2017,13,Noise - Park
9/26/2017,227,Noise
9/26/2017,147,Noise - Street/Sidewalk
9/26/2017,62,Noise - Commercial
9/26/2017,90,Noise - Vehicle
9/26/2017,302,Noise - Residential
9/25/2017,4,Noise - Helicopter
9/25/2017,191,Noise
9/25/2017,185,Noise - Street/Sidewalk
9/25/2017,15,Noise - Park
9/25/2017,53,Noise - Commercial
9/25/2017,2,Noise - House of Worship
9/25/2017,340,Noise - Residential
9/25/2017,77,Noise - Vehicle
9/24/2017,134,Noise
9/24/2017,7,Noise - Helicopter
9/24/2017,502,Noise - Street/Sidewalk
9/24/2017,35,Noise - Park
9/24/2017,238,Noise - Commercial
9/24/2017,2,Noise - House of Worship
9/24/2017,1239,Noise - Residential
9/24/2017,158,Noise - Vehicle
9/23/2017,1353,Noise - Residential
9/23/2017,197,Noise - Vehicle
9/23/2017,290,Noise - Commercial
9/23/2017,24,Noise - Park
9/23/2017,218,Noise
9/23/2017,5,Noise - Helicopter
9/23/2017,619,Noise - Street/Sidewalk
9/23/2017,4,Noise - House of Worship
9/22/2017,112,Noise - Vehicle
9/22/2017,657,Noise - Residential
9/22/2017,4,Noise - House of Worship
9/22/2017,385,Noise - Street/Sidewalk
9/22/2017,2,Noise - Helicopter
9/22/2017,138,Noise
9/22/2017,1,Collection Truck Noise
9/22/2017,27,Noise - Park
9/22/2017,187,Noise - Commercial
9/21/2017,376,Noise - Residential
9/21/2017,71,Noise - Vehicle
9/21/2017,107,Noise - Commercial
9/21/2017,20,Noise - Park
9/21/2017,4,Noise - Helicopter
9/21/2017,221,Noise
9/21/2017,247,Noise - Street/Sidewalk
9/21/2017,3,Noise - House of Worship
9/20/2017,83,Noise - Vehicle
9/20/2017,318,Noise - Residential
9/20/2017,1,Noise - House of Worship
9/20/2017,176,Noise - Street/Sidewalk
9/20/2017,238,Noise
9/20/2017,6,Noise - Helicopter
9/20/2017,14,Noise - Park
9/20/2017,87,Noise - Commercial
9/19/2017,56,Noise - Commercial
9/19/2017,3,Noise - Park
9/19/2017,1,Collection Truck Noise
9/19/2017,224,Noise
9/19/2017,3,Noise - Helicopter
9/19/2017,115,Noise - Street/Sidewalk
9/19/2017,1,Noise - House of Worship
9/19/2017,269,Noise - Residential
9/19/2017,64,Noise - Vehicle
9/18/2017,82,Noise - Vehicle
9/18/2017,328,Noise - Residential
9/18/2017,4,Noise - House of Worship
9/18/2017,9,Noise - Park
9/18/2017,3,Noise - Helicopter
9/18/2017,187,Noise
9/18/2017,179,Noise - Street/Sidewalk
9/18/2017,69,Noise - Commercial
9/17/2017,1234,Noise - Residential
9/17/2017,158,Noise - Vehicle
9/17/2017,222,Noise - Commercial
9/17/2017,543,Noise - Street/Sidewalk
9/17/2017,5,Noise - Helicopter
9/17/2017,124,Noise
9/17/2017,28,Noise - Park
9/17/2017,2,Noise - House of Worship
9/16/2017,1,Noise - Helicopter
9/16/2017,215,Noise
9/16/2017,601,Noise - Street/Sidewalk
9/16/2017,34,Noise - Park
9/16/2017,1,Collection Truck Noise
9/16/2017,236,Noise - Commercial
9/16/2017,4,Noise - House of Worship
9/16/2017,1294,Noise - Residential
9/16/2017,149,Noise - Vehicle
9/15/2017,139,Noise
9/15/2017,306,Noise - Street/Sidewalk
9/15/2017,13,Noise - Park
9/15/2017,127,Noise - Commercial
9/15/2017,134,Noise - Vehicle
9/15/2017,497,Noise - Residential
9/14/2017,305,Noise - Residential
9/14/2017,80,Noise - Vehicle
9/14/2017,183,Noise
9/14/2017,2,Noise - Helicopter
9/14/2017,178,Noise - Street/Sidewalk
9/14/2017,17,Noise - Park
9/14/2017,93,Noise - Commercial
9/14/2017,1,Noise - House of Worship
9/13/2017,14,Noise - Park
9/13/2017,198,Noise - Street/Sidewalk
9/13/2017,19,Noise - Helicopter
9/13/2017,225,Noise
9/13/2017,95,Noise - Commercial
9/13/2017,2,Noise - House of Worship
9/13/2017,349,Noise - Residential
9/13/2017,63,Noise - Vehicle
9/12/2017,234,Noise - Street/Sidewalk
9/12/2017,5,Noise - Helicopter
9/12/2017,250,Noise
9/12/2017,12,Noise - Park
9/12/2017,92,Noise - Commercial
9/12/2017,375,Noise - Residential
9/12/2017,73,Noise - Vehicle
9/11/2017,223,Noise - Street/Sidewalk
9/11/2017,240,Noise
9/11/2017,7,Noise - Helicopter
9/11/2017,9,Noise - Park
9/11/2017,109,Noise - Commercial
9/11/2017,1,Noise - House of Worship
9/11/2017,407,Noise - Residential
9/11/2017,88,Noise - Vehicle
9/10/2017,273,Noise - Commercial
9/10/2017,35,Noise - Park
9/10/2017,10,Noise - Helicopter
9/10/2017,135,Noise
9/10/2017,489,Noise - Street/Sidewalk
9/10/2017,8,Noise - House of Worship
9/10/2017,1370,Noise - Residential
9/10/2017,171,Noise - Vehicle
9/9/2017,1424,Noise - Residential
9/9/2017,161,Noise - Vehicle
9/9/2017,300,Noise - Commercial
9/9/2017,7,Noise - Helicopter
9/9/2017,311,Noise
9/9/2017,615,Noise - Street/Sidewalk
9/9/2017,31,Noise - Park
9/9/2017,11,Noise - House of Worship
9/8/2017,184,Noise - Vehicle
9/8/2017,611,Noise - Residential
9/8/2017,2,Noise - House of Worship
9/8/2017,206,Noise
9/8/2017,17,Noise - Helicopter
9/8/2017,314,Noise - Street/Sidewalk
9/8/2017,37,Noise - Park
9/8/2017,1,Collection Truck Noise
9/8/2017,166,Noise - Commercial
9/7/2017,410,Noise - Residential
9/7/2017,75,Noise - Vehicle
9/7/2017,12,Noise - Park
9/7/2017,1,Collection Truck Noise
9/7/2017,5,Noise - Helicopter
9/7/2017,202,Noise
9/7/2017,177,Noise - Street/Sidewalk
9/7/2017,112,Noise - Commercial
9/7/2017,3,Noise - House of Worship
9/6/2017,86,Noise - Commercial
9/6/2017,175,Noise
9/6/2017,2,Noise - Helicopter
9/6/2017,88,Noise - Street/Sidewalk
9/6/2017,8,Noise - Park
9/6/2017,48,Noise - Vehicle
9/6/2017,302,Noise - Residential
9/5/2017,148,Noise
9/5/2017,11,Noise - Helicopter
9/5/2017,209,Noise - Street/Sidewalk
9/5/2017,20,Noise - Park
9/5/2017,77,Noise - Commercial
9/5/2017,414,Noise - Residential
9/5/2017,82,Noise - Vehicle
9/4/2017,145,Noise - Vehicle
9/4/2017,1572,Noise - Residential
9/4/2017,2,Noise - House of Worship
9/4/2017,50,Noise - Park
9/4/2017,8,Noise - Helicopter
9/4/2017,113,Noise
9/4/2017,712,Noise - Street/Sidewalk
9/4/2017,185,Noise - Commercial
9/3/2017,1519,Noise - Residential
9/3/2017,122,Noise - Vehicle
9/3/2017,270,Noise - Commercial
9/3/2017,438,Noise - Street/Sidewalk
9/3/2017,94,Noise
9/3/2017,38,Noise - Park
9/3/2017,3,Noise - House of Worship
9/2/2017,4,Noise - House of Worship
9/2/2017,221,Noise - Commercial
9/2/2017,40,Noise - Park
9/2/2017,378,Noise - Street/Sidewalk
9/2/2017,150,Noise
9/2/2017,1,Noise - Helicopter
9/2/2017,92,Noise - Vehicle
9/2/2017,1169,Noise - Residential
9/1/2017,661,Noise - Residential
9/1/2017,132,Noise - Vehicle
9/1/2017,43,Noise - Park
9/1/2017,5,Noise - Helicopter
9/1/2017,154,Noise
9/1/2017,345,Noise - Street/Sidewalk
9/1/2017,142,Noise - Commercial
9/1/2017,9,Noise - House of Worship
8/31/2017,420,Noise - Residential
8/31/2017,79,Noise - Vehicle
8/31/2017,129,Noise - Commercial
8/31/2017,5,Noise - Helicopter
8/31/2017,171,Noise
8/31/2017,266,Noise - Street/Sidewalk
8/31/2017,22,Noise - Park
8/31/2017,1,Collection Truck Noise
8/31/2017,3,Noise - House of Worship
8/30/2017,374,Noise - Residential
8/30/2017,65,Noise - Vehicle
8/30/2017,3,Noise - Helicopter
8/30/2017,203,Noise
8/30/2017,227,Noise - Street/Sidewalk
8/30/2017,13,Noise - Park
8/30/2017,107,Noise - Commercial
8/30/2017,2,Noise - House of Worship
8/29/2017,324,Noise - Residential
8/29/2017,50,Noise - Vehicle
8/29/2017,79,Noise - Commercial
8/29/2017,10,Noise - Park
8/29/2017,99,Noise - Street/Sidewalk
8/29/2017,175,Noise
8/29/2017,6,Noise - Helicopter
8/29/2017,5,Noise - House of Worship
8/28/2017,453,Noise - Residential
8/28/2017,93,Noise - Vehicle
8/28/2017,93,Noise - Commercial
8/28/2017,22,Noise - Park
8/28/2017,188,Noise
8/28/2017,1,Noise - Helicopter
8/28/2017,239,Noise - Street/Sidewalk
8/28/2017,5,Noise - House of Worship
8/27/2017,1662,Noise - Residential
8/27/2017,138,Noise - Vehicle
8/27/2017,206,Noise - Commercial
8/27/2017,89,Noise - Park
8/27/2017,7,Noise - Helicopter
8/27/2017,103,Noise
8/27/2017,638,Noise - Street/Sidewalk
8/27/2017,4,Noise - House of Worship
8/26/2017,135,Noise - Vehicle
8/26/2017,1500,Noise - Residential
8/26/2017,9,Noise - House of Worship
8/26/2017,254,Noise - Commercial
8/26/2017,652,Noise - Street/Sidewalk
8/26/2017,3,Noise - Helicopter
8/26/2017,198,Noise
8/26/2017,1,Collection Truck Noise
8/26/2017,57,Noise - Park
8/25/2017,125,Noise - Commercial
8/25/2017,147,Noise
8/25/2017,3,Noise - Helicopter
8/25/2017,336,Noise - Street/Sidewalk
8/25/2017,20,Noise - Park
8/25/2017,7,Noise - House of Worship
8/25/2017,602,Noise - Residential
8/25/2017,171,Noise - Vehicle
8/24/2017,75,Noise - Vehicle
8/24/2017,393,Noise - Residential
8/24/2017,2,Noise - House of Worship
8/24/2017,90,Noise - Commercial
8/24/2017,28,Noise - Park
8/24/2017,1,Collection Truck Noise
8/24/2017,5,Noise - Helicopter
8/24/2017,154,Noise
8/24/2017,253,Noise - Street/Sidewalk
8/23/2017,364,Noise - Residential
8/23/2017,74,Noise - Vehicle
8/23/2017,69,Noise - Commercial
8/23/2017,3,Collection Truck Noise
8/23/2017,11,Noise - Park
8/23/2017,175,Noise - Street/Sidewalk
8/23/2017,2,Noise - Helicopter
8/23/2017,153,Noise
8/23/2017,4,Noise - House of Worship
8/22/2017,8,Noise - Park
8/22/2017,110,Noise
8/22/2017,149,Noise - Street/Sidewalk
8/22/2017,60,Noise - Commercial
8/22/2017,59,Noise - Vehicle
8/22/2017,282,Noise - Residential
8/21/2017,86,Noise - Vehicle
8/21/2017,443,Noise - Residential
8/21/2017,1,Noise - House of Worship
8/21/2017,78,Noise - Commercial
8/21/2017,17,Noise - Park
8/21/2017,204,Noise - Street/Sidewalk
8/21/2017,109,Noise
8/21/2017,5,Noise - Helicopter
8/20/2017,1369,Noise - Residential
8/20/2017,167,Noise - Vehicle
8/20/2017,227,Noise - Commercial
8/20/2017,103,Noise
8/20/2017,576,Noise - Street/Sidewalk
8/20/2017,48,Noise - Park
8/20/2017,7,Noise - House of Worship
8/19/2017,6,Noise - House of Worship
8/19/2017,65,Noise - Park
8/19/2017,502,Noise - Street/Sidewalk
8/19/2017,2,Noise - Helicopter
8/19/2017,130,Noise
8/19/2017,165,Noise - Commercial
8/19/2017,217,Noise - Vehicle
8/19/2017,1110,Noise - Residential
8/18/2017,3,Noise - House of Worship
8/18/2017,76,Noise - Commercial
8/18/2017,186,Noise - Street/Sidewalk
8/18/2017,97,Noise
8/18/2017,8,Noise - Park
8/18/2017,80,Noise - Vehicle
8/18/2017,435,Noise - Residential
8/17/2017,3,Noise - House of Worship
8/17/2017,220,Noise - Street/Sidewalk
8/17/2017,12,Noise - Helicopter
8/17/2017,144,Noise
8/17/2017,19,Noise - Park
8/17/2017,123,Noise - Commercial
8/17/2017,74,Noise - Vehicle
8/17/2017,438,Noise - Residential
8/16/2017,72,Noise - Vehicle
8/16/2017,355,Noise - Residential
8/16/2017,1,Noise - House of Worship
8/16/2017,77,Noise - Commercial
8/16/2017,220,Noise - Street/Sidewalk
8/16/2017,2,Noise - Helicopter
8/16/2017,142,Noise
8/16/2017,12,Noise - Park
8/15/2017,312,Noise - Residential
8/15/2017,40,Noise - Vehicle
8/15/2017,11,Noise - Park
8/15/2017,1,Collection Truck Noise
8/15/2017,1,Noise - Helicopter
8/15/2017,157,Noise
8/15/2017,137,Noise - Street/Sidewalk
8/15/2017,65,Noise - Commercial
8/15/2017,3,Noise - House of Worship
8/14/2017,208,Noise - Street/Sidewalk
8/14/2017,12,Noise - Helicopter
8/14/2017,154,Noise
8/14/2017,21,Noise - Park
8/14/2017,59,Noise - Commercial
8/14/2017,1,Noise - House of Worship
8/14/2017,395,Noise - Residential
8/14/2017,67,Noise - Vehicle
8/13/2017,218,Noise - Vehicle
8/13/2017,1472,Noise - Residential
8/13/2017,5,Noise - House of Worship
8/13/2017,47,Noise - Park
8/13/2017,107,Noise
8/13/2017,4,Noise - Helicopter
8/13/2017,661,Noise - Street/Sidewalk
8/13/2017,217,Noise - Commercial
8/12/2017,187,Noise - Commercial
8/12/2017,500,Noise - Street/Sidewalk
8/12/2017,171,Noise
8/12/2017,5,Noise - Helicopter
8/12/2017,1,Collection Truck Noise
8/12/2017,29,Noise - Park
8/12/2017,3,Noise - House of Worship
8/12/2017,1126,Noise - Residential
8/12/2017,149,Noise - Vehicle
8/11/2017,538,Noise - Residential
8/11/2017,134,Noise - Vehicle
8/11/2017,337,Noise - Street/Sidewalk
8/11/2017,4,Noise - Helicopter
8/11/2017,143,Noise
8/11/2017,22,Noise - Park
8/11/2017,111,Noise - Commercial
8/11/2017,3,Noise - House of Worship
8/10/2017,409,Noise - Residential
8/10/2017,94,Noise - Vehicle
8/10/2017,148,Noise
8/10/2017,3,Noise - Helicopter
8/10/2017,262,Noise - Street/Sidewalk
8/10/2017,24,Noise - Park
8/10/2017,1,Collection Truck Noise
8/10/2017,119,Noise - Commercial
8/10/2017,2,Noise - House of Worship
8/9/2017,110,Noise - Vehicle
8/9/2017,465,Noise - Residential
8/9/2017,3,Noise - House of Worship
8/9/2017,219,Noise
8/9/2017,6,Noise - Helicopter
8/9/2017,303,Noise - Street/Sidewalk
8/9/2017,51,Noise - Park
8/9/2017,1,Collection Truck Noise
8/9/2017,114,Noise - Commercial
8/8/2017,90,Noise - Street/Sidewalk
8/8/2017,1,Noise - Helicopter
